node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
KCNK2	KCNMA1	4447830	4436684	9606.ENSP00000394033	9606.ENSP00000286628	0	0	0	0	0.097	0	0	0.510	0.539
CD55	ICAM1	4442798	4435501	9606.ENSP00000356030	9606.ENSP00000264832	0	0	0	0	0.069	0	0	0.526	0.539
HSPB8	HSPB1	4436455	4434059	9606.ENSP00000281938	9606.ENSP00000248553	0	0	0	0.824	0.180	0.379	0	0.765	0.539
E2F1	KAT5	4441534	4441035	9606.ENSP00000345571	9606.ENSP00000340330	0	0	0	0	0.061	0.409	0	0.235	0.539
PVRL3	TMTC4	4448947	4441372	9606.ENSP00000418070	9606.ENSP00000343871	0	0	0	0	0	0	0	0.539	0.539
MYH11	LMF1	4446531	4435051	9606.ENSP00000379616	9606.ENSP00000262301	0	0	0	0	0.081	0	0	0.518	0.538
GABRB1	MCHR1	4437154	4434080	9606.ENSP00000295454	9606.ENSP00000249016	0	0	0	0	0.538	0	0	0	0.538
SLC25A13	SLC2A13	4448105	4436398	9606.ENSP00000400101	9606.ENSP00000280871	0	0	0	0	0.460	0	0	0.181	0.538
MBP	PVALB	4446738	4432927	9606.ENSP00000380958	9606.ENSP00000216200	0	0	0	0	0.141	0.126	0	0.434	0.538
CALB2	FGF2	4438327	4435443	9606.ENSP00000307508	9606.ENSP00000264498	0	0	0	0	0	0.262	0	0.400	0.538
DOT1L	KAT5	4446844	4441035	9606.ENSP00000381657	9606.ENSP00000340330	0	0	0	0	0.063	0.096	0	0.498	0.538
SYNPR	CACNG3	4449001	4432560	9606.ENSP00000418994	9606.ENSP00000005284	0	0	0	0	0.524	0	0	0.069	0.538
EMX2	EOMES	4450334	4447558	9606.ENSP00000450962	9606.ENSP00000388620	0	0	0	0	0.061	0.097	0	0.499	0.538
STAT1	WARS	4442456	4441726	9606.ENSP00000354394	9606.ENSP00000347495	0	0	0	0	0.339	0	0	0.330	0.538
KCNQ5	GPR83	4441485	4433863	9606.ENSP00000345055	9606.ENSP00000243673	0	0	0	0	0	0	0	0.538	0.538
THEMIS	CRTAM	4443070	4433386	9606.ENSP00000357231	9606.ENSP00000227348	0	0	0	0	0.088	0	0	0.514	0.538
INF2	PTPRO	4446052	4436417	9606.ENSP00000376410	9606.ENSP00000281171	0	0	0	0	0.054	0	0	0.532	0.538
RASGRF1	ARHGAP9	4448384	4446186	9606.ENSP00000405963	9606.ENSP00000377380	0	0	0	0	0.055	0.051	0	0.526	0.538
SV2B	SLC32A1	4446244	4433019	9606.ENSP00000377779	9606.ENSP00000217420	0	0	0	0	0.314	0	0	0.354	0.538
SLC39A8	MT1H	4446329	4440195	9606.ENSP00000378310	9606.ENSP00000330587	0	0	0	0	0	0	0	0.537	0.537
TNFRSF11B	TNFRSF1A	4437397	4432688	9606.ENSP00000297350	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.528	0.537
MYH11	MEF2C	4446531	4441087	9606.ENSP00000379616	9606.ENSP00000340874	0	0	0	0	0.055	0.157	0	0.465	0.537
SLIT2	SEMA3E	4449223	4437944	9606.ENSP00000422591	9606.ENSP00000303212	0	0	0	0	0.078	0	0	0.518	0.537
SERPINE2	WDR81	4448798	4447401	9606.ENSP00000415786	9606.ENSP00000386609	0	0	0	0	0	0	0	0.537	0.537
F3	EGR1	4440531	4433758	9606.ENSP00000334145	9606.ENSP00000239938	0	0	0	0	0.061	0	0	0.528	0.537
FGF13	CCL2	4439521	4433339	9606.ENSP00000322390	9606.ENSP00000225831	0	0	0	0	0	0	0	0.537	0.537
AQP4	MOBP	4445746	4438771	9606.ENSP00000372654	9606.ENSP00000312293	0	0	0	0	0.299	0	0	0.366	0.537
SLC1A2	HSPB1	4436284	4434059	9606.ENSP00000278379	9606.ENSP00000248553	0	0	0	0	0.063	0	0	0.527	0.537
KCND2	GABRG1	4440459	4437152	9606.ENSP00000333496	9606.ENSP00000295452	0	0	0	0	0.349	0	0	0.317	0.537
SPP1	CDH1	4446370	4434944	9606.ENSP00000378517	9606.ENSP00000261769	0	0	0	0	0.061	0	0	0.528	0.537
NPAS4	FOSB	4438663	4433953	9606.ENSP00000311196	9606.ENSP00000245919	0	0	0	0	0	0	0	0.537	0.537
E2F1	CDH1	4441534	4434944	9606.ENSP00000345571	9606.ENSP00000261769	0	0	0	0	0	0.379	0	0.286	0.537
MT1G	SLC39A8	4447689	4446329	9606.ENSP00000391397	9606.ENSP00000378310	0	0	0	0	0	0	0	0.537	0.537
KCNQ5	KCNMA1	4441485	4436684	9606.ENSP00000345055	9606.ENSP00000286628	0	0	0	0	0.085	0	0	0.515	0.537
EZR	TNFRSF1A	4442801	4432688	9606.ENSP00000356042	9606.ENSP00000162749	0	0	0	0	0.064	0.480	0	0.126	0.537
RNASET2	CMTR2	4449364	4440800	9606.ENSP00000426455	9606.ENSP00000337512	0	0	0	0	0.060	0	0	0.527	0.537
HTR7	FOS	4440833	4438204	9606.ENSP00000337949	9606.ENSP00000306245	0	0	0	0	0	0	0	0.537	0.537
CLEC2L	ERMN	4447667	4446666	9606.ENSP00000390661	9606.ENSP00000380453	0	0	0	0	0.213	0	0	0.434	0.536
SOX9	FGF6	4433933	4433431	9606.ENSP00000245479	9606.ENSP00000228837	0	0	0	0	0	0	0	0.536	0.536
SNAI2	FGF2	4446599	4435443	9606.ENSP00000380034	9606.ENSP00000264498	0	0	0	0	0.076	0	0	0.518	0.536
ANGPT2	ICAM1	4438957	4435501	9606.ENSP00000314897	9606.ENSP00000264832	0	0	0	0	0.051	0	0	0.532	0.536
POTEE	CAP2	4449897	4433486	9606.ENSP00000439189	9606.ENSP00000229922	0	0	0	0	0.089	0.412	0	0.204	0.536
MCF2	ACKR1	4449541	4443040	9606.ENSP00000430276	9606.ENSP00000357103	0	0	0	0	0.069	0	0	0.523	0.536
GABRD	GAD2	4445082	4444701	9606.ENSP00000367848	9606.ENSP00000365437	0	0	0	0	0.348	0	0	0.317	0.536
OTX2	PVALB	4441368	4432927	9606.ENSP00000343819	9606.ENSP00000216200	0	0	0	0	0.080	0	0	0.516	0.536
GABRA1	KCNF1	4447776	4437114	9606.ENSP00000393097	9606.ENSP00000295082	0	0	0	0	0.171	0	0	0.464	0.536
AQP4	PVALB	4445746	4432927	9606.ENSP00000372654	9606.ENSP00000216200	0	0	0	0	0.315	0.166	0	0.254	0.536
GRM8	SLC1A3	4441396	4435561	9606.ENSP00000344173	9606.ENSP00000265113	0	0	0	0	0.085	0	0	0.513	0.536
FGF14	SOX9	4444682	4433933	9606.ENSP00000365301	9606.ENSP00000245479	0	0	0	0	0.062	0	0	0.525	0.535
PENK	CA8	4439673	4438929	9606.ENSP00000324248	9606.ENSP00000314407	0	0	0	0	0	0	0	0.535	0.535
STMN2	SYNPR	4449495	4449001	9606.ENSP00000429243	9606.ENSP00000418994	0	0	0	0	0.368	0.139	0	0.213	0.535
TF	GSN	4447279	4444265	9606.ENSP00000385834	9606.ENSP00000362924	0	0	0	0	0.061	0	0	0.526	0.535
PLP1	SNAP25	4451549	4434401	9606.ENSP00000481006	9606.ENSP00000254976	0	0	0	0	0.364	0	0	0.299	0.535
STMN2	SLC1A2	4449495	4436284	9606.ENSP00000429243	9606.ENSP00000278379	0	0	0	0	0.445	0	0	0.195	0.535
TRAF4	TNFRSF1A	4435071	4432688	9606.ENSP00000262395	9606.ENSP00000162749	0	0	0	0	0.064	0.058	0	0.516	0.535
STMN2	SLC32A1	4449495	4433019	9606.ENSP00000429243	9606.ENSP00000217420	0	0	0	0	0.434	0	0	0.212	0.535
CHN1	DYNC1I1	4447417	4439335	9606.ENSP00000386741	9606.ENSP00000320130	0	0	0	0	0.157	0	0	0.470	0.535
MATK	SRC	4446364	4444215	9606.ENSP00000378485	9606.ENSP00000362680	0	0	0	0.830	0.048	0.472	0	0.680	0.535
CXCL12	CEBPB	4446453	4438125	9606.ENSP00000379140	9606.ENSP00000305422	0	0	0	0	0	0	0	0.535	0.535
GAD2	GLRB	4444701	4435432	9606.ENSP00000365437	9606.ENSP00000264428	0	0	0	0	0.152	0	0	0.474	0.535
FAM19A2	FAM81A	4447829	4436769	9606.ENSP00000393987	9606.ENSP00000288228	0	0	0	0	0.079	0	0	0.515	0.535
NLK	FZD7	4447146	4436663	9606.ENSP00000384625	9606.ENSP00000286201	0	0	0	0	0.061	0.296	0	0.351	0.534
SLITRK1	GABRA5	4444826	4440689	9606.ENSP00000366288	9606.ENSP00000335592	0	0	0	0	0.218	0	0	0.428	0.534
FGF13	ANGPT2	4439521	4438957	9606.ENSP00000322390	9606.ENSP00000314897	0	0	0	0	0	0	0	0.534	0.534
SYP	SYT13	4435219	4432605	9606.ENSP00000263233	9606.ENSP00000020926	0	0	0	0	0.200	0.125	0	0.389	0.534
FOXP3	HAND2	4444690	4442266	9606.ENSP00000365380	9606.ENSP00000352565	0	0	0	0	0	0.064	0	0.522	0.534
CXCL8	APOE	4438229	4434227	9606.ENSP00000306512	9606.ENSP00000252486	0	0	0	0	0	0	0	0.534	0.534
GRIA1	SYNPR	4449480	4449001	9606.ENSP00000428994	9606.ENSP00000418994	0	0	0	0	0.347	0.189	0	0.191	0.534
DLX1	PVALB	4442469	4432927	9606.ENSP00000354478	9606.ENSP00000216200	0	0	0	0	0	0	0	0.534	0.534
ELAVL2	SYT1	4446670	4434836	9606.ENSP00000380479	9606.ENSP00000261205	0	0	0	0	0.236	0	0	0.415	0.534
ZIC2	LRRC7	4444713	4432615	9606.ENSP00000365514	9606.ENSP00000035383	0	0	0	0	0	0.053	0	0.528	0.534
LMO3	OTX2	4450055	4441368	9606.ENSP00000442786	9606.ENSP00000343819	0	0	0	0	0.168	0.262	0	0.302	0.534
ENPP2	LGALS3	4434708	4434352	9606.ENSP00000259486	9606.ENSP00000254301	0	0	0	0	0	0	0	0.534	0.534
ZIC2	LHX2	4444713	4444226	9606.ENSP00000365514	9606.ENSP00000362717	0	0	0	0	0.146	0.077	0	0.456	0.534
FGF2	DUSP1	4435443	4433734	9606.ENSP00000264498	9606.ENSP00000239223	0	0	0	0	0	0	0	0.534	0.534
HS6ST3	HS3ST2	4444768	4434864	9606.ENSP00000365895	9606.ENSP00000261374	0	0	0	0	0.080	0	0	0.513	0.533
HSPA1A	NQO1	4444600	4439310	9606.ENSP00000364802	9606.ENSP00000319788	0	0	0	0	0	0.379	0	0.279	0.533
CCK	GABRG1	4446515	4437152	9606.ENSP00000379472	9606.ENSP00000295452	0	0	0	0	0.439	0	0	0.201	0.533
ACKR3	NTS	4436051	4434454	9606.ENSP00000272928	9606.ENSP00000256010	0	0	0	0	0	0.263	0	0.392	0.533
CD83	FCGR2A	4445165	4435978	9606.ENSP00000368450	9606.ENSP00000271450	0	0	0	0	0.100	0	0	0.503	0.533
NELL2	MPP7	4448826	4440830	9606.ENSP00000416341	9606.ENSP00000337907	0	0	0	0	0	0.265	0	0.391	0.533
CXCL12	FLT3	4446453	4433801	9606.ENSP00000379140	9606.ENSP00000241453	0	0	0	0	0	0	0	0.533	0.533
KLF4	FOS	4444433	4438204	9606.ENSP00000363804	9606.ENSP00000306245	0	0	0	0	0.201	0.073	0	0.420	0.533
HS3ST2	A4GNT	4434864	4433666	9606.ENSP00000261374	9606.ENSP00000236709	0	0	0	0	0	0	0	0.533	0.533
SRC	KCNH2	4444215	4435024	9606.ENSP00000362680	9606.ENSP00000262186	0	0	0	0	0	0.063	0	0.522	0.533
KCNF1	EEF1A2	4437114	4433003	9606.ENSP00000295082	9606.ENSP00000217182	0	0	0	0	0.245	0.265	0	0.225	0.533
F3	APOE	4440531	4434227	9606.ENSP00000334145	9606.ENSP00000252486	0	0	0	0	0.061	0	0	0.523	0.533
SNCB	SLC8A2	4438384	4433669	9606.ENSP00000308057	9606.ENSP00000236877	0	0	0	0	0.533	0	0	0	0.533
XDH	SORD	4445208	4435781	9606.ENSP00000368727	9606.ENSP00000267814	0	0	0	0	0	0	0	0.533	0.533
PTP4A3	FAM189A2	4440343	4434548	9606.ENSP00000332274	9606.ENSP00000257515	0	0	0	0	0	0	0	0.533	0.533
MAG	GABRD	4445997	4445082	9606.ENSP00000376048	9606.ENSP00000367848	0	0	0	0	0.533	0	0	0	0.533
STAT1	CCR1	4442456	4437243	9606.ENSP00000354394	9606.ENSP00000296140	0	0	0	0	0.075	0.305	0	0.331	0.532
SNAP25	NEFM	4434401	4433145	9606.ENSP00000254976	9606.ENSP00000221166	0	0	0	0	0.366	0	0	0.292	0.532
SYNPR	CCK	4449001	4446515	9606.ENSP00000418994	9606.ENSP00000379472	0	0	0	0	0.508	0	0	0.087	0.532
KCNIP4	SPOCK3	4445656	4441956	9606.ENSP00000371587	9606.ENSP00000349677	0	0	0	0	0.169	0	0	0.460	0.532
SYNPR	AQP4	4449001	4445746	9606.ENSP00000418994	9606.ENSP00000372654	0	0	0	0	0.481	0	0	0.136	0.532
SLC39A14	CP	4442288	4435459	9606.ENSP00000352779	9606.ENSP00000264613	0.070	0	0	0	0.062	0.050	0	0.502	0.532
SYNPR	STMN4	4449001	4441264	9606.ENSP00000418994	9606.ENSP00000342538	0	0	0	0	0.460	0.168	0	0	0.532
PPP3CA	MAPK14	4446333	4433482	9606.ENSP00000378323	9606.ENSP00000229795	0	0	0	0	0.102	0.302	0	0.314	0.532
SH2D5	GLDN	4448390	4440648	9606.ENSP00000406026	9606.ENSP00000335196	0	0	0	0	0	0	0	0.532	0.532
MAFG	NQO1	4442042	4439310	9606.ENSP00000350369	9606.ENSP00000319788	0	0	0	0	0	0	0	0.532	0.532
EPHA5	SEMA3G	4451522	4433546	9606.ENSP00000480763	9606.ENSP00000231721	0	0	0	0	0	0.059	0	0.523	0.532
GRIA1	GABRB2	4449480	4436144	9606.ENSP00000428994	9606.ENSP00000274547	0	0	0	0	0.232	0	0	0.416	0.532
EFEMP1	CDH1	4446285	4434944	9606.ENSP00000378058	9606.ENSP00000261769	0	0	0	0	0	0.063	0	0.520	0.531
SPOCK3	GABRB2	4441956	4436144	9606.ENSP00000349677	9606.ENSP00000274547	0	0	0	0	0.345	0	0	0.312	0.531
PPP3CA	TESC	4446333	4440593	9606.ENSP00000378323	9606.ENSP00000334785	0	0	0	0	0.097	0.380	0	0.230	0.531
SNCB	CALY	4438384	4434263	9606.ENSP00000308057	9606.ENSP00000252939	0	0	0	0	0.531	0	0	0	0.531
GSTA2	GSTZ1	4449091	4432962	9606.ENSP00000420168	9606.ENSP00000216465	0	0	0	0	0.063	0	0	0.520	0.531
CYR61	LPAR1	4448043	4444391	9606.ENSP00000398736	9606.ENSP00000363553	0	0	0	0	0.076	0	0	0.513	0.531
FOXP3	KIT	4444690	4436763	9606.ENSP00000365380	9606.ENSP00000288135	0	0	0	0	0	0.061	0	0.522	0.531
DOT1L	SIRT6	4446844	4440776	9606.ENSP00000381657	9606.ENSP00000337332	0	0	0	0	0.084	0.163	0	0.437	0.531
LPL	LRP2	4438536	4435321	9606.ENSP00000309757	9606.ENSP00000263816	0	0	0	0	0.053	0.379	0	0.268	0.531
LDLRAP1	NR2E1	4444372	4443235	9606.ENSP00000363458	9606.ENSP00000357979	0	0	0	0	0	0	0	0.531	0.531
MAG	SNCB	4445997	4438384	9606.ENSP00000376048	9606.ENSP00000308057	0	0	0	0	0.531	0	0	0	0.531
SREBF1	CIDEA	4441794	4439342	9606.ENSP00000348069	9606.ENSP00000320209	0	0	0	0	0	0	0	0.530	0.530
PTPN20A	NGEF	4444373	4435368	9606.ENSP00000363459	9606.ENSP00000264051	0	0	0	0	0.061	0.064	0	0.509	0.530
SLC12A5	SNAP25	4447521	4434401	9606.ENSP00000387694	9606.ENSP00000254976	0	0	0	0	0.352	0	0	0.304	0.530
MGAM	MGP	4450229	4433441	9606.ENSP00000447378	9606.ENSP00000228938	0	0	0	0	0	0	0	0.530	0.530
CNTFR	GPR83	4445142	4433863	9606.ENSP00000368265	9606.ENSP00000243673	0	0	0	0	0	0	0	0.530	0.530
GSN	EZR	4444265	4442801	9606.ENSP00000362924	9606.ENSP00000356042	0	0	0	0	0.061	0	0	0.520	0.530
SCN3B	KCNJ2	4446072	4433856	9606.ENSP00000376523	9606.ENSP00000243457	0	0	0	0	0	0	0	0.530	0.530
GABRA1	PVALB	4447776	4432927	9606.ENSP00000393097	9606.ENSP00000216200	0	0	0	0	0.293	0	0	0.362	0.530
TOX	PENK	4442553	4439673	9606.ENSP00000354842	9606.ENSP00000324248	0	0	0	0	0	0	0	0.530	0.530
C9orf135	CCDC42	4444849	4437039	9606.ENSP00000366402	9606.ENSP00000293845	0	0	0	0	0	0	0	0.530	0.530
AP5B1	GRM1	4450454	4442566	9606.ENSP00000454303	9606.ENSP00000354896	0	0	0	0	0	0	0	0.530	0.530
CHURC1	GIG25	4451131	4446103	9606.ENSP00000475473	9606.ENSP00000376793	0	0	0	0	0	0	0	0.530	0.530
GFRA1	UCHL1	4441735	4436586	9606.ENSP00000347591	9606.ENSP00000284440	0	0	0	0	0.077	0	0	0.512	0.530
ACTN2	KCNA4	4450086	4440030	9606.ENSP00000443495	9606.ENSP00000328511	0	0	0	0	0.133	0.393	0	0.177	0.530
DOT1L	SIRT3	4446844	4445717	9606.ENSP00000381657	9606.ENSP00000372191	0	0	0	0	0.061	0.163	0	0.450	0.530
MOBP	SLC1A2	4438771	4436284	9606.ENSP00000312293	9606.ENSP00000278379	0	0	0	0	0.291	0	0	0.364	0.529
RPS6KA2	ECE2	4449383	4447093	9606.ENSP00000427015	9606.ENSP00000384223	0	0	0	0	0.062	0.519	0	0	0.529
ZNF217	MYBL2	4443754	4432993	9606.ENSP00000360526	9606.ENSP00000217026	0	0	0	0	0.098	0.124	0	0.452	0.529
GCH1	ANO3	4449007	4434509	9606.ENSP00000419045	9606.ENSP00000256737	0	0	0	0	0	0	0	0.529	0.529
SYTL4	STX4	4444071	4439148	9606.ENSP00000362080	9606.ENSP00000317714	0	0	0	0	0	0.300	0	0.355	0.529
CXCL12	MYB	4446453	4441013	9606.ENSP00000379140	9606.ENSP00000339992	0	0	0	0	0	0	0	0.529	0.529
CHRM1	GABRB2	4438226	4436144	9606.ENSP00000306490	9606.ENSP00000274547	0	0	0	0	0.351	0	0	0.304	0.529
ZFP36	IER3	4450924	4434731	9606.ENSP00000469647	9606.ENSP00000259874	0	0	0	0	0.086	0	0	0.505	0.529
SPP1	SRC	4446370	4444215	9606.ENSP00000378517	9606.ENSP00000362680	0	0	0	0	0	0.079	0	0.510	0.529
NEFL	PLP1	4451641	4451549	9606.ENSP00000482169	9606.ENSP00000481006	0	0	0	0	0.327	0	0	0.330	0.529
MDH1	PFKP	4449851	4445499	9606.ENSP00000438144	9606.ENSP00000370517	0.060	0	0	0	0.081	0	0	0.498	0.529
PTPRC	SOX9	4448605	4433933	9606.ENSP00000411355	9606.ENSP00000245479	0	0	0	0	0	0.050	0	0.525	0.529
KCNC2	CALB2	4450280	4438327	9606.ENSP00000449253	9606.ENSP00000307508	0	0	0	0	0.108	0.185	0	0.403	0.529
SVOP	SYT1	4451357	4434836	9606.ENSP00000479104	9606.ENSP00000261205	0	0	0	0	0.163	0.076	0	0.439	0.529
MBP	MYEF2	4446738	4439096	9606.ENSP00000380958	9606.ENSP00000316950	0	0	0	0	0	0	0	0.529	0.529
PACSIN1	SNCB	4451827	4438384	9606.ENSP00000484060	9606.ENSP00000308057	0	0	0	0	0.461	0	0	0.162	0.529
MDGA1	TEX29	4448238	4436547	9606.ENSP00000402584	9606.ENSP00000283547	0	0	0	0	0.064	0	0	0.517	0.529
RIMS1	GABRA6	4449449	4436143	9606.ENSP00000428417	9606.ENSP00000274545	0	0	0	0	0.310	0	0	0.345	0.529
ITPR1	ITPKA	4438205	4434777	9606.ENSP00000306253	9606.ENSP00000260386	0	0	0	0	0.062	0.183	0	0.434	0.529
PPP1R17	PCSK9	4441018	4437942	9606.ENSP00000340125	9606.ENSP00000303208	0	0	0	0	0	0	0	0.529	0.529
KIF2C	PAK1	4443901	4436295	9606.ENSP00000361298	9606.ENSP00000278568	0	0	0	0	0.055	0.160	0	0.453	0.528
RORB	OTX2	4444793	4441368	9606.ENSP00000366093	9606.ENSP00000343819	0	0	0	0	0.064	0.179	0	0.436	0.528
SYNPR	VSNL1	4449001	4447156	9606.ENSP00000418994	9606.ENSP00000384719	0	0	0	0	0.352	0.056	0	0.289	0.528
STMN4	SNCB	4441264	4438384	9606.ENSP00000342538	9606.ENSP00000308057	0	0	0	0	0.416	0	0	0.226	0.528
VIP	ADRA1B	4442841	4438245	9606.ENSP00000356213	9606.ENSP00000306662	0	0	0	0	0.076	0	0	0.511	0.528
PTPRC	EOMES	4448605	4447558	9606.ENSP00000411355	9606.ENSP00000388620	0	0	0	0	0.063	0	0	0.517	0.528
CXCL12	GJA1	4446453	4436500	9606.ENSP00000379140	9606.ENSP00000282561	0	0	0	0	0.141	0	0	0.473	0.528
CCR1	FCGR2A	4437243	4435978	9606.ENSP00000296140	9606.ENSP00000271450	0	0	0	0	0.347	0	0	0.307	0.528
RALYL	LINGO2	4449534	4445302	9606.ENSP00000430128	9606.ENSP00000369328	0	0	0	0	0.098	0.160	0	0.427	0.528
MATN3	COL11A1	4447047	4443457	9606.ENSP00000383894	9606.ENSP00000359114	0	0	0	0	0.076	0.063	0	0.498	0.528
SYNPR	GABRD	4449001	4445082	9606.ENSP00000418994	9606.ENSP00000367848	0	0	0	0	0.528	0	0	0	0.528
GABRD	CHRM1	4445082	4438226	9606.ENSP00000367848	9606.ENSP00000306490	0	0	0	0	0.517	0	0	0.062	0.528
HSPA6	HSPB8	4438569	4436455	9606.ENSP00000310219	9606.ENSP00000281938	0	0	0	0	0.061	0.082	0	0.497	0.528
FZD9	WIF1	4441555	4436681	9606.ENSP00000345785	9606.ENSP00000286574	0	0	0	0	0.051	0.170	0	0.449	0.528
THEMIS	TOX	4443070	4442553	9606.ENSP00000357231	9606.ENSP00000354842	0	0	0	0	0	0	0	0.528	0.528
AP5B1	PVALB	4450454	4432927	9606.ENSP00000454303	9606.ENSP00000216200	0	0	0	0	0	0	0	0.528	0.528
SLCO1C1	TTR	4450105	4433675	9606.ENSP00000444149	9606.ENSP00000237014	0	0	0	0	0.206	0	0	0.430	0.528
PLEKHA5	ARRDC2	4448318	4433213	9606.ENSP00000404296	9606.ENSP00000222250	0	0	0	0	0.062	0.314	0	0.326	0.528
ANXA1	SRC	4444796	4444215	9606.ENSP00000366109	9606.ENSP00000362680	0	0	0	0	0	0.379	0	0.270	0.527
GAD2	GABRA5	4444701	4440689	9606.ENSP00000365437	9606.ENSP00000335592	0	0	0	0	0.197	0	0	0.434	0.527
AQP4	SNAP25	4445746	4434401	9606.ENSP00000372654	9606.ENSP00000254976	0	0	0	0	0.382	0	0	0.266	0.527
PLEC	SLC1A2	4439640	4436284	9606.ENSP00000323856	9606.ENSP00000278379	0	0	0	0	0	0	0	0.527	0.527
LMO3	CUX2	4450055	4434935	9606.ENSP00000442786	9606.ENSP00000261726	0	0	0	0	0.083	0.127	0	0.457	0.527
ZP2	SOHLH1	4450641	4448323	9606.ENSP00000460971	9606.ENSP00000404438	0	0	0	0	0.129	0	0	0.480	0.527
ZHX2	HBA2	4438948	4434183	9606.ENSP00000314709	9606.ENSP00000251595	0	0	0	0	0	0	0	0.527	0.527
ENSG00000258947	NEUROD1	4439351	4437120	9606.ENSP00000320295	9606.ENSP00000295108	0	0	0	0	0.062	0	0	0.516	0.527
NELL1	SYT1	4437528	4434836	9606.ENSP00000298925	9606.ENSP00000261205	0	0	0	0	0.176	0.083	0	0.424	0.527
SLC39A12	SLC6A15	4444879	4435723	9606.ENSP00000366586	9606.ENSP00000266682	0.043	0	0	0	0.088	0	0	0.501	0.527
STMN2	DSCR4	4449495	4440040	9606.ENSP00000429243	9606.ENSP00000328676	0	0	0	0	0	0	0	0.527	0.527
FGFR2	PIK3AP1	4448546	4440995	9606.ENSP00000410294	9606.ENSP00000339826	0	0	0	0	0.062	0.380	0	0.252	0.527
SYNPR	MAG	4449001	4445997	9606.ENSP00000418994	9606.ENSP00000376048	0	0	0	0	0.486	0	0	0.117	0.527
SLC12A5	SLC1A2	4447521	4436284	9606.ENSP00000387694	9606.ENSP00000278379	0	0	0	0	0.231	0.085	0	0.382	0.527
PCP4	CALB1	4440099	4435604	9606.ENSP00000329403	9606.ENSP00000265431	0	0	0	0	0.099	0	0	0.496	0.527
SLC39A10	MT1X	4447420	4446278	9606.ENSP00000386766	9606.ENSP00000377995	0	0	0	0	0	0	0	0.527	0.527
SLC4A4	CUX2	4447803	4434935	9606.ENSP00000393557	9606.ENSP00000261726	0	0	0	0	0	0	0	0.527	0.527
REEP1	IGFALS	4449862	4448841	9606.ENSP00000438346	9606.ENSP00000416683	0	0	0	0	0	0	0	0.527	0.527
KCNS3	PLA2G7	4447294	4436162	9606.ENSP00000385968	9606.ENSP00000274793	0	0	0	0	0	0	0	0.527	0.527
EMX2	GFRA1	4450334	4441735	9606.ENSP00000450962	9606.ENSP00000347591	0	0	0	0	0	0	0	0.527	0.527
HSPH1	HSPB3	4439219	4437956	9606.ENSP00000318687	9606.ENSP00000303394	0	0	0	0	0.061	0.082	0	0.494	0.526
PACRG	BYSL	4440832	4433499	9606.ENSP00000337946	9606.ENSP00000230340	0	0	0	0	0	0	0	0.526	0.526
NEUROD1	SYP	4437120	4435219	9606.ENSP00000295108	9606.ENSP00000263233	0	0	0	0	0.186	0	0	0.442	0.526
FGF2	ENPP2	4435443	4434708	9606.ENSP00000264498	9606.ENSP00000259486	0	0	0	0	0	0	0	0.526	0.526
CCNJL	PARM1	4446211	4445464	9606.ENSP00000377547	9606.ENSP00000370224	0	0	0	0	0	0	0	0.526	0.526
SLC1A2	SLC2A12	4436284	4436180	9606.ENSP00000278379	9606.ENSP00000275230	0	0	0	0	0.055	0	0	0.519	0.526
GABRA6	SLC32A1	4436143	4433019	9606.ENSP00000274545	9606.ENSP00000217420	0	0	0	0	0.410	0	0	0.228	0.526
TAGLN3	FCGR2A	4446203	4435978	9606.ENSP00000377494	9606.ENSP00000271450	0	0	0	0	0	0	0	0.526	0.526
CNDP1	SNCB	4442175	4438384	9606.ENSP00000351682	9606.ENSP00000308057	0	0	0	0	0.152	0	0	0.464	0.526
GABRB1	SPX	4437154	4434522	9606.ENSP00000295454	9606.ENSP00000256969	0	0	0	0	0.526	0	0	0	0.526
CTNNA2	PDZRN3	4447148	4435292	9606.ENSP00000384638	9606.ENSP00000263666	0	0	0	0	0.518	0.056	0	0.043	0.526
FSTL1	GJA1	4437169	4436500	9606.ENSP00000295633	9606.ENSP00000282561	0	0	0	0	0.353	0	0	0.297	0.526
SPAG6	SPAG8	4444756	4441100	9606.ENSP00000365811	9606.ENSP00000340982	0	0	0	0	0	0	0	0.526	0.526
KCND2	KCNJ2	4440459	4433856	9606.ENSP00000333496	9606.ENSP00000243457	0	0	0	0	0	0	0	0.526	0.526
SPP1	LGALS3	4446370	4434352	9606.ENSP00000378517	9606.ENSP00000254301	0	0	0	0	0.095	0	0	0.498	0.526
CACNA1G	KCNMA1	4442206	4436684	9606.ENSP00000352011	9606.ENSP00000286628	0	0	0	0	0.138	0.083	0	0.448	0.526
CAMK2A	SNAP25	4446806	4434401	9606.ENSP00000381412	9606.ENSP00000254976	0	0	0	0	0.383	0	0	0.262	0.526
OSBPL1A	CAP2	4439350	4433486	9606.ENSP00000320291	9606.ENSP00000229922	0	0	0	0	0.090	0	0	0.500	0.525
GABRD	CACNG3	4445082	4432560	9606.ENSP00000367848	9606.ENSP00000005284	0	0	0	0	0.431	0	0	0.199	0.525
